scene_name,candidate_id,class_name,point_count,core_only_count,core_boundary_count,largest_cc_count,largest_cc_to_point_ratio,largest_cc_covered_by_point_ratio,point_covered_by_largest_cc_ratio,existing_mask_iou,existing_mask_seed_coverage,existing_mask_seed_ratio,conflict_overlap,core_boundary_to_core_only_ratio,largest_cc_keep_ratio,is_large_plane_class,is_small_plane_class,is_soft_thin_plane_class,recommended_action,action_reason
scene0277_01,1,bookshelf,1072,1744,2601,2588,2.4141791044776117,0.40030911901081917,0.9664179104477612,0.5889849795175239,1.0,1.0,0.007462686567164179,1.4913990825688073,0.9950019223375625,False,False,False,accept_completion,largest_cc_to_point=2.41;largest_cc_covered_by_point=0.40;point_covered_by_largest_cc=0.97;mask3d_iou=0.59/coverage=1.00;boundary_expands_without_cleanup=1.49;v5_large_nonplane_strong_supported_completion
scene0307_00,0,sink,1030,552,614,612,0.5941747572815534,0.761437908496732,0.4524271844660194,0.16771488469601678,0.5261437908496732,0.7875816993464052,0.20485436893203884,1.1123188405797102,0.996742671009772,False,False,False,manual_review,conflict_overlap=0.20;conflict_ge_0_18_requires_review
scene0307_00,1,folded chair,737,1168,1465,1465,1.987788331071913,0.47235494880546075,0.9389416553595658,0.4372964169381108,0.7331058020477815,1.0,0.024423337856173677,1.2542808219178083,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.94;moderate_expansion_supported
scene0307_00,2,blanket,479,683,1004,1004,2.096033402922756,0.44721115537848605,0.9373695198329853,0.5615212527964206,1.0,1.0,0.012526096033402923,1.4699853587115665,1.0,False,False,True,manual_review,soft_thin_plane_class;largest_cc_to_point=2.10;largest_cc_covered_by_point=0.45;point_covered_by_largest_cc=0.94;mask3d_iou=0.56/coverage=1.00;boundary_expands_without_cleanup=1.47;v6_soft_thin_plane_large_expansion_review
scene0307_00,3,storage bin,352,219,320,320,0.9090909090909091,0.525,0.4772727272727273,0.47976011994003,1.0,1.0,0.045454545454545456,1.461187214611872,1.0,False,False,False,manual_review,mask3d_iou=0.48/coverage=1.00;boundary_expands_without_cleanup=1.46;low_point_coverage_not_auto_accept
scene0307_00,4,mat,496,484,549,549,1.1068548387096775,0.22950819672131148,0.2540322580645161,0.0,0.0,0.0,0.0,1.134297520661157,1.0,True,False,False,manual_review,large_plane_class;largest_cc_covered_by_point=0.23;low_point_coverage_not_auto_accept
scene0329_00,0,coffee table,813,1337,1367,1367,1.6814268142681428,0.5508412582297001,0.9261992619926199,0.6247714808043876,1.0,1.0,0.0024600246002460025,1.0224382946896036,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.93;mask3d_iou=0.62/coverage=1.00;moderate_expansion_supported
scene0329_00,1,coffee table,629,1130,1130,1130,1.7965023847376789,0.5238938053097345,0.9411764705882353,0.5164533820840951,1.0,1.0,0.058823529411764705,1.0,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.94;mask3d_iou=0.52/coverage=1.00;moderate_expansion_supported
scene0329_00,2,door,1895,2577,3039,3039,1.6036939313984169,0.6235603817045081,1.0,0.936806411837238,1.0,1.0,0.0,1.179278230500582,1.0,True,False,False,manual_review,large_plane_class;point_covered_by_largest_cc=1.00;mask3d_iou=0.94/coverage=1.00;large_plane_moderate_expansion
scene0329_00,3,fire extinguisher,153,101,101,101,0.6601307189542484,0.6435643564356436,0.42483660130718953,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0338_01,0,trash bin,1108,1355,1355,1355,1.2229241877256318,0.7535055350553506,0.9214801444043321,0.8725048293625242,1.0,1.0,0.0740072202166065,1.0,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.92;mask3d_iou=0.87/coverage=1.00;small_expansion_low_conflict
scene0338_01,1,recycling bin,1715,1928,2331,2330,1.358600583090379,0.6836909871244635,0.928862973760933,0.6867079280872385,1.0,1.0,0.060058309037900874,1.20902489626556,0.9995709995709996,False,False,False,accept_completion,point_covered_by_largest_cc=0.93;mask3d_iou=0.69/coverage=1.00;small_expansion_low_conflict
scene0338_01,2,storage bin,480,937,937,937,1.9520833333333334,0.5058697972251868,0.9875,0.14158355998791175,1.0,1.0,0.010416666666666666,1.0,1.0,False,False,False,manual_review,point_covered_by_largest_cc=0.99;low_mask3d_iou_without_strong_geometry
scene0338_01,3,mini fridge,2240,2103,2332,2300,1.0267857142857142,0.8091304347826087,0.8308035714285714,0.36578341013824883,0.5521739130434783,1.0,0.05848214285714286,1.1088920589633857,0.9862778730703259,False,False,False,accept_completion,point_covered_by_largest_cc=0.83;small_expansion_low_conflict
scene0353_00,0,paper cutter,468,692,747,747,1.5961538461538463,0.5247657295850067,0.8376068376068376,0.7854889589905363,1.0,1.0,0.14316239316239315,1.079479768786127,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.84;mask3d_iou=0.79/coverage=1.00;moderate_expansion_supported
scene0353_00,1,pillow,1339,528,528,528,0.3943241224794623,0.8446969696969697,0.3330843913368185,0.8727272727272727,1.0,1.0,0.6564600448095593,1.0,1.0,False,False,False,manual_review,conflict_overlap=0.66;mask3d_iou=0.87/coverage=1.00;conflict_ge_0_18_requires_review
scene0353_00,2,towel,1125,1603,1843,1842,1.6373333333333333,0.6107491856677525,1.0,0.8648111332007953,0.9446254071661238,1.0,0.0,1.149719276356831,0.9994574064026045,False,False,False,accept_completion,point_covered_by_largest_cc=1.00;mask3d_iou=0.86/coverage=0.94;moderate_expansion_supported
scene0353_00,3,folded chair,727,1125,1470,1470,2.0220082530949104,0.48095238095238096,0.9724896836313618,0.651595744680851,1.0,1.0,0.02200825309491059,1.3066666666666666,1.0,False,False,False,accept_completion,largest_cc_to_point=2.02;point_covered_by_largest_cc=0.97;mask3d_iou=0.65/coverage=1.00;v5_large_nonplane_strong_supported_completion
scene0353_00,4,book,208,124,124,124,0.5961538461538461,0.7741935483870968,0.46153846153846156,1.0,1.0,1.0,0.33653846153846156,1.0,1.0,False,False,False,manual_review,conflict_overlap=0.34;mask3d_iou=1.00/coverage=1.00;conflict_ge_0_18_requires_review
scene0353_00,5,towel,345,513,584,584,1.6927536231884057,0.583904109589041,0.9884057971014493,0.1906005221932115,1.0,1.0,0.0,1.138401559454191,1.0,False,False,False,manual_review,point_covered_by_largest_cc=0.99;low_mask3d_iou_without_strong_geometry
scene0353_00,6,bag,210,411,411,411,1.957142857142857,0.5085158150851582,0.9952380952380953,0.04971573726865852,1.0,1.0,0.0,1.0,1.0,False,False,False,manual_review,point_covered_by_largest_cc=1.00;low_mask3d_iou_without_strong_geometry
scene0353_00,7,cup,127,127,160,160,1.2598425196850394,0.66875,0.84251968503937,0.7843137254901961,1.0,1.0,0.08661417322834646,1.2598425196850394,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.84;mask3d_iou=0.78/coverage=1.00;small_expansion_low_conflict
scene0353_00,8,plate,107,68,68,68,0.6355140186915887,1.0,0.6355140186915887,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0353_00,9,laptop,149,316,468,468,3.140939597315436,0.28846153846153844,0.9060402684563759,1.0,1.0,1.0,0.0,1.481012658227848,1.0,False,False,True,manual_review,soft_thin_plane_class;largest_cc_to_point=3.14;largest_cc_covered_by_point=0.29;point_covered_by_largest_cc=0.91;mask3d_iou=1.00/coverage=1.00;boundary_expands_without_cleanup=1.48;v6_soft_thin_plane_large_expansion_review
scene0353_00,10,poster,236,270,377,377,1.597457627118644,0.6074270557029178,0.9703389830508474,0.125,0.13262599469496023,0.13262599469496023,0.0,1.3962962962962964,1.0,True,False,False,manual_review,large_plane_class;point_covered_by_largest_cc=0.97;boundary_expands_without_cleanup=1.40;large_plane_moderate_expansion
scene0353_00,11,poster,197,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,reject_or_needs_mask3d_support,missing_reliable_superpoint_core
scene0356_01,0,telephone,146,161,219,219,1.5,0.2968036529680365,0.4452054794520548,0.8521400778210116,1.0,1.0,0.0,1.360248447204969,1.0,False,False,False,manual_review,largest_cc_covered_by_point=0.30;mask3d_iou=0.85/coverage=1.00;boundary_expands_without_cleanup=1.36;low_point_coverage_not_auto_accept
scene0356_01,1,door,555,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,reject_or_needs_mask3d_support,missing_reliable_superpoint_core
scene0356_01,2,chair,165,186,186,186,1.1272727272727272,0.34408602150537637,0.3878787878787879,0.12635869565217392,1.0,1.0,0.0,1.0,1.0,False,False,False,manual_review,largest_cc_covered_by_point=0.34;low_point_coverage_not_auto_accept
scene0378_00,0,printer,625,1039,1225,1225,1.96,0.46122448979591835,0.904,0.9308510638297872,1.0,1.0,0.056,1.1790182868142445,1.0,False,False,False,accept_completion,point_covered_by_largest_cc=0.90;mask3d_iou=0.93/coverage=1.00;moderate_expansion_supported
scene0378_00,1,paper bag,203,84,84,84,0.41379310344827586,0.9285714285714286,0.3842364532019704,0.2828282828282828,1.0,1.0,0.0,1.0,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0378_00,2,case of water bottles,188,215,307,307,1.6329787234042554,0.6058631921824105,0.9893617021276596,1.0,1.0,1.0,0.0,1.427906976744186,1.0,False,False,False,manual_review,point_covered_by_largest_cc=0.99;mask3d_iou=1.00/coverage=1.00;boundary_expands_without_cleanup=1.43;boundary_expansion_supported_but_large
scene0378_00,3,chair,848,767,1016,1016,1.1981132075471699,0.5600393700787402,0.6709905660377359,0.3401236813386686,0.9202755905511811,1.0,0.07311320754716981,1.3246414602346805,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0378_00,4,backpack,396,173,173,173,0.43686868686868685,0.7745664739884393,0.3383838383838384,0.26615384615384613,1.0,1.0,0.0,1.0,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0378_00,5,paper,83,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,reject_or_needs_mask3d_support,missing_reliable_superpoint_core
scene0378_00,6,cup,120,93,93,93,0.775,0.7849462365591398,0.6083333333333333,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,manual_review,low_point_coverage_not_auto_accept
scene0378_00,7,storage bin,259,245,349,349,1.3474903474903475,0.5444126074498568,0.7335907335907336,0.6595238095238095,0.7936962750716332,1.0,0.13127413127413126,1.4244897959183673,1.0,False,False,False,accept_completion,mask3d_iou=0.66/coverage=0.79;boundary_expands_without_cleanup=1.42;small_expansion_low_conflict
scene0378_00,8,bulletin board,207,9229,9280,9280,44.830917874396135,0.02122844827586207,0.9516908212560387,0.004954342335340975,0.0054956896551724135,0.0054956896551724135,0.0,1.0055260591613393,1.0,True,False,False,reject_or_needs_mask3d_support,large_plane_class;largest_cc_to_point=44.83;largest_cc_covered_by_point=0.02;point_covered_by_largest_cc=0.95;large_plane_overexpanded_without_mask3d_support
scene0378_00,9,bulletin board,602,1167,1712,1711,2.8421926910299002,0.342489772063121,0.973421926910299,0.024732373569582872,0.03915838690824079,0.03915838690824079,0.0,1.4670094258783204,0.9994158878504673,True,False,False,reject_or_needs_mask3d_support,large_plane_class;largest_cc_to_point=2.84;largest_cc_covered_by_point=0.34;point_covered_by_largest_cc=0.97;boundary_expands_without_cleanup=1.47;large_plane_overexpanded_without_mask3d_support
scene0378_00,10,calendar,354,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,reject_or_needs_mask3d_support,missing_reliable_superpoint_core
